"year","SVP","Kon","FDP","CVP","Demo","SP","LDU","CSP","GP","Ind","BDP","Lib","M","Oth","Seat","Code"
1982,0.44,0,0.22,0,0,0.33,0,0,0,0,0,0,0,0,9,"BE"
1983,0.44,0,0.22,0,0,0.33,0,0,0,0,0,0,0,0,9,"BE"
1984,0.44,0,0.22,0,0,0.33,0,0,0,0,0,0,0,0,9,"BE"
1985,0.44,0,0.22,0,0,0.33,0,0,0,0,0,0,0,0,9,"BE"
1986,0.44,0,0,0,0,0.33,0,0,0.22,0,0,0,0,0,9,"BE"
1987,0.44,0,0,0,0,0.33,0,0,0.22,0,0,0,0,0,9,"BE"
1988,0.44,0,0,0,0,0.33,0,0,0.22,0,0,0,0,0,9,"BE"
1989,0.44,0,0,0,0,0.33,0,0,0.22,0,0,0,0,0,9,"BE"
1990,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1991,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1992,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1993,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1994,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1995,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1996,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1997,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1998,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
1999,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2000,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2001,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2002,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2003,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2004,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2005,0.43,0,0.29,0,0,0.29,0,0,0,0,0,0,0,0,7,"BE"
2006,0.29,0,0.14,0,0,0.43,0,0,0.14,0,0,0,0,0,7,"BE"
2007,0.29,0,0.14,0,0,0.43,0,0,0.14,0,0,0,0,0,7,"BE"
2008,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2009,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2010,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2011,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2012,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2013,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2014,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2015,0.14,0,0.14,0,0,0.43,0,0,0.14,0,0.14,0,0,0,7,"BE"
2016,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2017,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2018,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2019,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2020,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2021,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2022,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0.14,0,0,0,7,"BE"
2023,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0,0,0.14,0,7,"BE"
2024,0.29,0,0.14,0,0,0.29,0,0,0.14,0,0,0,0.14,0,7,"BE"
1848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,"LU"
1863,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"LU"
1864,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"LU"
1865,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"LU"
1866,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"LU"
1867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"LU"
1868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"LU"
1869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"LU"
1870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"LU"
1871,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"LU"
1872,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"LU"
1873,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"LU"
1874,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1875,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1876,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1877,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1878,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1879,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1880,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1881,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1882,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1883,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1884,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1885,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1886,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1887,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1888,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1889,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1890,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1891,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1892,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1893,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1894,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1895,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1896,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1897,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1898,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1899,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1900,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1901,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1902,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1903,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1904,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1905,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1906,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1907,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1908,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1909,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1910,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1911,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1912,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1913,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1914,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1915,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1916,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1917,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1918,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1919,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1920,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1921,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1922,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1923,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1924,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1925,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1926,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1927,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1928,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1929,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1930,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1931,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1932,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1933,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1934,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1935,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1936,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1937,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1938,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1939,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1940,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1941,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1942,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1943,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1944,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1945,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1946,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1947,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1948,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1949,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1950,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"LU"
1951,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1952,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1953,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1954,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1955,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1956,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1957,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1958,0,0,0.29,0.57,0,0,0,0.14,0,0,0,0,0,0,7,"LU"
1959,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1960,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1961,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1962,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1963,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1964,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1965,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1966,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1967,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1968,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1969,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1970,0,0,0.29,0.43,0,0.14,0,0.14,0,0,0,0,0,0,7,"LU"
1971,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1972,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1973,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1974,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1975,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1976,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1977,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1978,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1979,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1980,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1981,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1982,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1983,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1984,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1985,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1986,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1987,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1988,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1989,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1990,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1991,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1992,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1993,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1994,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1995,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1996,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1997,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1998,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
1999,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
2000,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
2001,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
2002,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
2003,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"LU"
2004,0,0,0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,5,"LU"
2005,0,0,0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,5,"LU"
2006,0.2,0,0.2,0.4,0,0.2,0,0,0,0,0,0,0,0,5,"LU"
2007,0.2,0,0.2,0.4,0,0.2,0,0,0,0,0,0,0,0,5,"LU"
2008,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2009,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2010,0,0,0,0.6,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2011,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2012,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2013,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2014,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,0,5,"LU"
2015,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2016,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2017,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2018,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2019,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2020,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2021,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2022,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2023,0.2,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,5,"LU"
2024,0.2,0,0.2,0.4,0,0.2,0,0,0,0,0,0,0,0,5,"LU"
1888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"UR"
1912,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"UR"
1913,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"UR"
1914,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"UR"
1915,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1916,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1917,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1918,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1919,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1920,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1921,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1922,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1923,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"UR"
1924,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1925,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1926,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1927,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1928,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1929,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1930,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1931,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1932,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1933,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1934,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1935,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1936,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1937,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1938,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1939,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1940,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1941,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1942,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1943,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1944,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1945,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1946,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1947,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1948,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1949,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1950,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1951,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1952,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1953,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1954,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1955,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1956,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1957,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1958,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1959,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1960,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1961,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1962,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1963,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1964,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1965,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1966,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1967,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"UR"
1968,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1969,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1970,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1971,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1972,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1973,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1974,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1975,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1976,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1977,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1978,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1979,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1980,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1981,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1982,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1983,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1984,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1985,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1986,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1987,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1988,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1989,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1990,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1991,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
1992,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"UR"
